"date","time","chan 1","unit 1"
"43033","0.3957523148148148","0","NO UNIT"
"43033","0.3957638888888889","0.209","mS"
"43033","0.395775462962963","0.209","mS"
"43033","0.395787037037037","0.209","mS"
"43033","0.3957986111111111","0.209","mS"
"43033","0.3958101851851852","0.208","mS"
"43033","0.3958217592592593","0.208","mS"
"43033","0.3958333333333333","0.208","mS"
"43033","0.3958449074074074","0.209","mS"
"43033","0.3958564814814815","0.209","mS"
"43033","0.3958680555555555","0.209","mS"
"43033","0.3958796296296296","0.209","mS"
"43033","0.3958912037037037","0.209","mS"
"43033","0.3959027777777778","0.208","mS"
"43033","0.3959143518518518","0.208","mS"
"43033","0.395925925925926","0.208","mS"
"43033","0.3959375","0.208","mS"
"43033","0.3959490740740741","0.208","mS"
"43033","0.3959606481481481","0.208","mS"
"43033","0.3959722222222222","0.208","mS"
"43033","0.3959837962962963","0.209","mS"
"43033","0.3959953703703704","0.209","mS"
"43033","0.3960069444444445","0.209","mS"
"43033","0.3960185185185185","0.208","mS"
"43033","0.3960300925925926","0.208","mS"
"43033","0.3960416666666667","0.208","mS"
"43033","0.3960532407407407","0.208","mS"
"43033","0.3960648148148149","0.208","mS"
"43033","0.3960763888888889","0.207","mS"
"43033","0.3960879629629629","0.207","mS"
"43033","0.396099537037037","0.206","mS"
"43033","0.3961111111111111","0.206","mS"
"43033","0.3961226851851852","0.206","mS"
"43033","0.3961342592592592","0.206","mS"
"43033","0.3961458333333334","0.206","mS"
"43033","0.3961574074074074","0.206","mS"
"43033","0.3961689814814815","0.206","mS"
"43033","0.3961805555555555","0.206","mS"
"43033","0.3961921296296296","0.205","mS"
"43033","0.3962037037037037","0.205","mS"
"43033","0.3962152777777778","0.205","mS"
"43033","0.3962268518518519","0.205","mS"
"43033","0.396238425925926","0.205","mS"
"43033","0.39625","0.205","mS"
"43033","0.3962615740740741","0.205","mS"
"43033","0.3962731481481481","0.204","mS"
"43033","0.3962847222222223","0.204","mS"
"43033","0.3962962962962963","0.204","mS"
"43033","0.3963078703703704","0.204","mS"
"43033","0.3963194444444444","0.204","mS"
"43033","0.3963310185185185","0.203","mS"
"43033","0.3963425925925926","0.203","mS"
"43033","0.3963541666666666","0.203","mS"
"43033","0.3963657407407408","0.202","mS"
"43033","0.3963773148148148","0.202","mS"
"43033","0.3963888888888889","0.202","mS"
"43033","0.3964004629629629","0.202","mS"
"43033","0.396412037037037","0.202","mS"
"43033","0.3964236111111111","0.201","mS"
"43033","0.3964351851851852","0.201","mS"
"43033","0.3964467592592593","0.201","mS"
"43033","0.3964583333333334","0.201","mS"
"43033","0.3964699074074074","0.201","mS"
"43033","0.3964814814814815","0.201","mS"
"43033","0.3964930555555555","0.201","mS"
"43033","0.3965046296296297","0.201","mS"
"43033","0.3965162037037037","0.201","mS"
"43033","0.3965277777777778","0.201","mS"
"43033","0.3965393518518519","0.201","mS"
"43033","0.3965509259259259","0.201","mS"
"43033","0.3965625","0.201","mS"
"43033","0.396574074074074","0.201","mS"
"43033","0.3965856481481482","0.201","mS"
"43033","0.3965972222222222","0.201","mS"
"43033","0.3966087962962963","0.201","mS"
"43033","0.3966203703703703","0.201","mS"
"43033","0.3966319444444444","0.201","mS"
"43033","0.3966435185185185","0.201","mS"
"43033","0.3966550925925926","0.2","mS"
"43033","0.3966666666666667","0.2","mS"
"43033","0.3966782407407408","0.2","mS"
"43033","0.3966898148148148","0.2","mS"
"43033","0.3967013888888889","0.2","mS"
"43033","0.3967129629629629","0.2","mS"
"43033","0.3967245370370371","0.2","mS"
"43033","0.3967361111111111","0.2","mS"
"43033","0.3967476851851852","0.2","mS"
"43033","0.3967592592592593","0.2","mS"
"43033","0.3967708333333334","0.199","mS"
"43033","0.3967824074074074","0.199","mS"
"43033","0.3967939814814814","0.199","mS"
"43033","0.3968055555555556","0.199","mS"
"43033","0.3968171296296296","0.199","mS"
"43033","0.3968287037037037","0.199","mS"
"43033","0.3968402777777778","0.199","mS"
"43033","0.3968518518518518","0.199","mS"
"43033","0.3968634259259259","0.199","mS"
"43033","0.396875","0.199","mS"
"43033","0.3968865740740741","0.199","mS"
"43033","0.3968981481481482","0.199","mS"
"43033","0.3969097222222222","0.199","mS"
"43033","0.3969212962962963","0.199","mS"
"43033","0.3969328703703703","0.199","mS"
"43033","0.3969444444444445","0.199","mS"
"43033","0.3969560185185185","0.199","mS"
"43033","0.3969675925925926","0.199","mS"
"43033","0.3969791666666667","0.199","mS"
"43033","0.3969907407407408","0.199","mS"
"43033","0.3970023148148148","0.199","mS"
"43033","0.3970138888888888","0.199","mS"
"43033","0.397025462962963","0.199","mS"
"43033","0.397037037037037","0.199","mS"
"43033","0.3970486111111111","0.198","mS"
"43033","0.3970601851851852","0.198","mS"
"43033","0.3970717592592592","0.198","mS"
"43033","0.3970833333333333","0.199","mS"
"43033","0.3970949074074074","0.199","mS"
"43033","0.3971064814814815","0.199","mS"
"43033","0.3971180555555556","0.199","mS"
"43033","0.3971296296296296","0.199","mS"
"43033","0.3971412037037037","0.199","mS"
"43033","0.3971527777777777","0.199","mS"
"43033","0.3971643518518519","0.198","mS"
"43033","0.3971759259259259","0.198","mS"
"43033","0.3971875","0.199","mS"
"43033","0.3971990740740741","0.199","mS"
"43033","0.3972106481481482","0.199","mS"
"43033","0.3972222222222222","0.198","mS"
"43033","0.3972337962962963","0.198","mS"
"43033","0.3972453703703704","0.198","mS"
"43033","0.3972569444444444","0.198","mS"
"43033","0.3972685185185185","0.198","mS"
"43033","0.3972800925925926","0.198","mS"
"43033","0.3972916666666667","0.198","mS"
"43033","0.3973032407407407","0.199","mS"
"43033","0.3973148148148148","0.199","mS"
"43033","0.3973263888888889","0.198","mS"
"43033","0.397337962962963","0.198","mS"
"43033","0.397349537037037","0.198","mS"
"43033","0.3973611111111111","0.198","mS"
"43033","0.3973726851851851","0.198","mS"
"43033","0.3973842592592593","0.198","mS"
"43033","0.3973958333333333","0.198","mS"
"43033","0.3974074074074074","0.198","mS"
"43033","0.3974189814814815","0.197","mS"
"43033","0.3974305555555556","0.197","mS"
"43033","0.3974421296296296","0.197","mS"
"43033","0.3974537037037038","0.197","mS"
"43033","0.3974652777777778","0.197","mS"
"43033","0.3974768518518519","0.197","mS"
"43033","0.3974884259259259","0.197","mS"
"43033","0.3975","0.197","mS"
"43033","0.3975115740740741","0.197","mS"
"43033","0.3975231481481481","0.197","mS"
"43033","0.3975347222222222","0.197","mS"
"43033","0.3975462962962963","0.197","mS"
"43033","0.3975578703703704","0.197","mS"
"43033","0.3975694444444444","0.197","mS"
"43033","0.3975810185185185","0.197","mS"
"43033","0.3975925925925926","0.197","mS"
"43033","0.3976041666666667","0.197","mS"
"43033","0.3976157407407407","0.199","mS"
"43033","0.3976273148148148","0.199","mS"
"43033","0.3976388888888889","0.199","mS"
"43033","0.397650462962963","0.204","mS"
"43033","0.397662037037037","0.204","mS"
"43033","0.3976736111111112","0.218","mS"
"43033","0.3976851851851852","0.218","mS"
"43033","0.3976967592592593","0.218","mS"
"43033","0.3977083333333333","0.257","mS"
"43033","0.3977199074074074","0.257","mS"
"43033","0.3977314814814815","0.323","mS"
"43033","0.3977430555555555","0.323","mS"
"43033","0.3977546296296297","0.323","mS"
"43033","0.3977662037037037","0.355","mS"
"43033","0.3977777777777778","0.355","mS"
"43033","0.3977893518518518","0.369","mS"
"43033","0.3978009259259259","0.369","mS"
"43033","0.3978125","0.369","mS"
"43033","0.3978240740740741","0.381","mS"
"43033","0.3978356481481481","0.381","mS"
"43033","0.3978472222222222","0.391","mS"
"43033","0.3978587962962963","0.391","mS"
"43033","0.3978703703703704","0.391","mS"
"43033","0.3978819444444444","0.4","mS"
"43033","0.3978935185185186","0.4","mS"
"43033","0.3979050925925926","0.43","mS"
"43033","0.3979166666666667","0.43","mS"
"43033","0.3979282407407407","0.43","mS"
"43033","0.3979398148148148","0.507","mS"
"43033","0.3979513888888889","0.507","mS"
"43033","0.397962962962963","0.585","mS"
"43033","0.3979745370370371","0.585","mS"
"43033","0.3979861111111111","0.585","mS"
"43033","0.3979976851851852","0.59","mS"
"43033","0.3980092592592592","0.59","mS"
"43033","0.3980208333333333","0.595","mS"
"43033","0.3980324074074074","0.595","mS"
"43033","0.3980439814814815","0.595","mS"
"43033","0.3980555555555556","0.597","mS"
"43033","0.3980671296296296","0.597","mS"
"43033","0.3980787037037037","0.602","mS"
"43033","0.3980902777777778","0.602","mS"
"43033","0.3981018518518518","0.602","mS"
"43033","0.398113425925926","0.602","mS"
"43033","0.398125","0.602","mS"
"43033","0.3981365740740741","0.572","mS"
"43033","0.3981481481481481","0.572","mS"
"43033","0.3981597222222222","0.572","mS"
"43033","0.3981712962962963","0.53","mS"
"43033","0.3981828703703704","0.53","mS"
"43033","0.3981944444444445","0.504","mS"
"43033","0.3982060185185185","0.504","mS"
"43033","0.3982175925925926","0.504","mS"
"43033","0.3982291666666666","0.522","mS"
"43033","0.3982407407407407","0.522","mS"
"43033","0.3982523148148148","0.527","mS"
"43033","0.3982638888888889","0.527","mS"
"43033","0.398275462962963","0.527","mS"
"43033","0.3982870370370371","0.512","mS"
"43033","0.3982986111111111","0.512","mS"
"43033","0.3983101851851852","0.53","mS"
"43033","0.3983217592592592","0.53","mS"
"43033","0.3983333333333334","0.53","mS"
"43033","0.3983449074074074","0.53","mS"
"43033","0.3983564814814815","0.53","mS"
"43033","0.3983680555555555","0.533","mS"
"43033","0.3983796296296296","0.533","mS"
"43033","0.3983912037037037","0.533","mS"
"43033","0.3984027777777778","0.527","mS"
"43033","0.3984143518518519","0.527","mS"
"43033","0.398425925925926","0.527","mS"
"43033","0.3984375","0.527","mS"
"43033","0.398449074074074","0.527","mS"
"43033","0.3984606481481481","0.52","mS"
"43033","0.3984722222222222","0.52","mS"
"43033","0.3984837962962963","0.538","mS"
"43033","0.3984953703703704","0.538","mS"
"43033","0.3985069444444445","0.538","mS"
"43033","0.3985185185185185","0.601","mS"
"43033","0.3985300925925926","0.601","mS"
"43033","0.3985416666666666","0.629","mS"
"43033","0.3985532407407408","0.629","mS"
"43033","0.3985648148148148","0.629","mS"
"43033","0.3985763888888889","0.631","mS"
"43033","0.3985879629629629","0.631","mS"
"43033","0.398599537037037","0.6830000000000001","mS"
"43033","0.3986111111111111","0.6830000000000001","mS"
"43033","0.3986226851851852","0.6830000000000001","mS"
"43033","0.3986342592592593","0.71","mS"
"43033","0.3986458333333334","0.71","mS"
"43033","0.3986574074074074","0.725","mS"
"43033","0.3986689814814815","0.725","mS"
"43033","0.3986805555555555","0.744","mS"
"43033","0.3986921296296296","0.744","mS"
"43033","0.3987037037037037","0.744","mS"
"43033","0.3987152777777778","0.772","mS"
"43033","0.3987268518518519","0.772","mS"
"43033","0.3987384259259259","0.804","mS"
"43033","0.39875","0.804","mS"
"43033","0.398761574074074","0.804","mS"
"43033","0.3987731481481482","0.823","mS"
"43033","0.3987847222222222","0.823","mS"
"43033","0.3987962962962963","0.831","mS"
"43033","0.3988078703703704","0.831","mS"
"43033","0.3988194444444444","0.831","mS"
"43033","0.3988310185185185","0.839","mS"
"43033","0.3988425925925926","0.839","mS"
"43033","0.3988541666666667","0.838","mS"
"43033","0.3988657407407408","0.838","mS"
"43033","0.3988773148148148","0.838","mS"
"43033","0.3988888888888889","0.819","mS"
"43033","0.3989004629629629","0.819","mS"
"43033","0.398912037037037","0.827","mS"
"43033","0.3989236111111111","0.827","mS"
"43033","0.3989351851851852","0.827","mS"
"43033","0.3989467592592593","0.87","mS"
"43033","0.3989583333333333","0.87","mS"
"43033","0.3989699074074074","0.903","mS"
"43033","0.3989814814814814","0.903","mS"
"43033","0.3989930555555556","0.913","mS"
"43033","0.3990046296296296","0.913","mS"
"43033","0.3990162037037037","0.913","mS"
"43033","0.3990277777777778","0.912","mS"
"43033","0.3990393518518519","0.912","mS"
"43033","0.3990509259259259","0.909","mS"
"43033","0.3990625","0.909","mS"
"43033","0.3990740740740741","0.909","mS"
"43033","0.3990856481481482","0.892","mS"
"43033","0.3990972222222222","0.892","mS"
"43033","0.3991087962962963","0.887","mS"
"43033","0.3991203703703703","0.887","mS"
"43033","0.3991319444444445","0.887","mS"
"43033","0.3991435185185185","0.885","mS"
"43033","0.3991550925925926","0.885","mS"
"43033","0.3991666666666667","0.878","mS"
"43033","0.3991782407407407","0.878","mS"
"43033","0.3991898148148148","0.878","mS"
"43033","0.3992013888888888","0.881","mS"
"43033","0.399212962962963","0.881","mS"
"43033","0.399224537037037","0.899","mS"
"43033","0.3992361111111111","0.899","mS"
"43033","0.3992476851851852","0.899","mS"
"43033","0.3992592592592593","0.906","mS"
"43033","0.3992708333333333","0.906","mS"
"43033","0.3992824074074074","0.914","mS"
"43033","0.3992939814814815","0.914","mS"
"43033","0.3993055555555556","0.914","mS"
"43033","0.3993171296296296","0.9379999999999999","mS"
"43033","0.3993287037037037","0.9379999999999999","mS"
"43033","0.3993402777777778","0.9399999999999999","mS"
"43033","0.3993518518518519","0.9399999999999999","mS"
"43033","0.3993634259259259","0.9399999999999999","mS"
"43033","0.4104976851851852","0","NO UNIT"
"43033","0.4105092592592592","0","NO UNIT"
"43033","0.4105208333333333","0","mS"
"43033","0.4105324074074074","0","mS"
"43033","0.4105439814814815","0","mS"
"43033","0.4105555555555556","0","mS"
"43033","0.4105671296296296","0","mS"
"43033","0.4105787037037037","0","mS"
"43033","0.4105902777777777","0","mS"
"43033","0.4106018518518519","0","mS"
"43033","0.4106134259259259","0","mS"
"43033","0.410625","0","mS"
"43033","0.4106365740740741","0","mS"
"43033","0.4106481481481482","0","mS"
"43033","0.4106597222222222","0","mS"
"43033","0.4106712962962963","0","mS"
"43033","0.4106828703703704","0","mS"
"43033","0.4106944444444445","0","mS"
"43033","0.4107060185185185","0","mS"
"43033","0.4107175925925926","0","mS"
"43033","0.4107291666666666","0","mS"
"43033","0.4107407407407408","0","mS"
"43033","0.4107523148148148","0","mS"
"43033","0.4107638888888889","0","mS"
"43033","0.410775462962963","0","mS"
"43033","0.410787037037037","0","mS"
"43033","0.4107986111111111","0","mS"
"43033","0.4108101851851851","0","mS"
"43033","0.4108217592592593","0","mS"
"43033","0.4108333333333333","0","mS"
"43033","0.4108449074074074","0","mS"
"43033","0.4108564814814815","0","mS"
"43033","0.4108680555555556","0","mS"
"43033","0.4108796296296296","0","mS"
"43033","0.4108912037037037","0","mS"
"43033","0.4109027777777778","0","mS"
"43033","0.4109143518518519","0","mS"
"43033","0.4109259259259259","0","mS"
"43033","0.4109375","0","mS"
"43033","0.410949074074074","0","mS"
"43033","0.4109606481481482","0","mS"
"43033","0.4109722222222222","0","mS"
"43033","0.4109837962962963","0","mS"
"43033","0.4109953703703704","0","mS"
"43033","0.4110069444444444","0","mS"
"43033","0.4110185185185185","0","mS"
"43033","0.4110300925925925","0","mS"
"43033","0.4110416666666667","0","mS"
"43033","0.4110532407407407","0","mS"
"43033","0.4110648148148148","0","mS"
"43033","0.4110763888888889","0","mS"
"43033","0.4110763888888889","0","mS"
"43033","0.411087962962963","0","mS"
"43033","0.411099537037037","0","mS"
"43033","0.4111111111111111","0","mS"
"43033","0.4111226851851852","0","mS"
"43033","0.4111342592592593","0","mS"
"43033","0.4111342592592593","0","mS"
"43033","0.4111458333333333","0","mS"
"43033","0.4111574074074074","0","mS"
"43033","0.4139236111111111","0","mS"
"43033","0.4139351851851852","0","mS"
"43033","0.4139467592592592","0","mS"
"43033","0.4139583333333334","0.015","mS"
"43033","0.4139699074074074","0.015","mS"
"43033","0.4139814814814815","0.015","mS"
"43033","0.4139930555555555","0.089","mS"
"43033","0.4140046296296296","0.089","mS"
"43033","0.4140162037037037","0.061","mS"
"43033","0.4140277777777778","0.061","mS"
"43033","0.4140393518518519","0.061","mS"
"43033","0.414050925925926","0","mS"
"43033","0.4140625","0","mS"
"43033","0.414074074074074","0","mS"
"43033","0.4140856481481481","0.174","mS"
"43033","0.4140972222222222","0.174","mS"
"43033","0.4141087962962963","0.144","mS"
"43033","0.4141203703703704","0.144","mS"
"43033","0.4141319444444445","0.144","mS"
"43033","0.4141435185185185","0.194","mS"
"43033","0.4141550925925926","0.194","mS"
"43033","0.4141666666666666","0.194","mS"
"43033","0.4141782407407408","0.194","mS"
"43033","0.4141898148148148","0.194","mS"
"43033","0.4142013888888889","0.194","mS"
"43033","0.4142129629629629","0.194","mS"
"43033","0.414224537037037","0.195","mS"
"43033","0.4142361111111111","0.195","mS"
"43033","0.4142476851851852","0.195","mS"
"43033","0.4142592592592593","0.195","mS"
"43033","0.4142708333333334","0.195","mS"
"43033","0.4142824074074074","0.195","mS"
"43033","0.4142939814814815","0.195","mS"
"43033","0.4143055555555555","0.195","mS"
"43033","0.4143171296296296","0.195","mS"
"43033","0.4143287037037037","0.195","mS"
"43033","0.4143402777777778","0.195","mS"
"43033","0.4143518518518519","0.195","mS"
"43033","0.4143634259259259","0.195","mS"
"43033","0.414375","0.195","mS"
"43033","0.414386574074074","0.195","mS"
"43033","0.4143981481481482","0.195","mS"
"43033","0.4144097222222222","0.195","mS"
"43033","0.4144212962962963","0.195","mS"
"43033","0.4144328703703704","0.195","mS"
"43033","0.4144444444444444","0.195","mS"
"43033","0.4144560185185185","0.195","mS"
"43033","0.4144675925925926","0.195","mS"
"43033","0.4144791666666667","0.195","mS"
"43033","0.4144907407407408","0.195","mS"
"43033","0.4145023148148148","0.195","mS"
"43033","0.4145138888888889","0.195","mS"
"43033","0.4145254629629629","0.195","mS"
"43033","0.414537037037037","0.195","mS"
"43033","0.4145486111111111","0.195","mS"
"43033","0.4145601851851852","0.195","mS"
"43033","0.4145717592592593","0.195","mS"
"43033","0.4145833333333333","0.195","mS"
"43033","0.4145949074074074","0.195","mS"
"43033","0.4146064814814814","0.195","mS"
"43033","0.4146180555555556","0.195","mS"
"43033","0.4146296296296296","0.195","mS"
"43033","0.4146412037037037","0.195","mS"
"43033","0.4146527777777778","0.195","mS"
"43033","0.4146643518518519","0.195","mS"
"43033","0.4146759259259259","0.195","mS"
"43033","0.4146875","0.195","mS"
"43033","0.4146990740740741","0.195","mS"
"43033","0.4147106481481482","0.196","mS"
"43033","0.4147222222222222","0.196","mS"
"43033","0.4147337962962963","0.196","mS"
"43033","0.4147453703703703","0.195","mS"
"43033","0.4147569444444445","0.195","mS"
"43033","0.4147685185185185","0.195","mS"
"43033","0.4147800925925926","0.195","mS"
"43033","0.4147916666666667","0.195","mS"
"43033","0.4148032407407407","0.195","mS"
"43033","0.4148148148148148","0.195","mS"
"43033","0.4148263888888888","0.195","mS"
"43033","0.414837962962963","0.195","mS"
"43033","0.414849537037037","0.195","mS"
"43033","0.4148611111111111","0.195","mS"
"43033","0.4148726851851852","0.195","mS"
"43033","0.4148842592592593","0.196","mS"
"43033","0.4148958333333333","0.196","mS"
"43033","0.4149074074074074","0.195","mS"
"43033","0.4149189814814815","0.195","mS"
"43033","0.4149305555555556","0.195","mS"
"43033","0.4149421296296296","0.195","mS"
"43033","0.4149537037037037","0.195","mS"
"43033","0.4149652777777778","0.195","mS"
"43033","0.4149768518518519","0.195","mS"
"43033","0.4149884259259259","0.195","mS"
"43033","0.415","0.195","mS"
"43033","0.4150115740740741","0.195","mS"
"43033","0.4150231481481481","0.195","mS"
"43033","0.4150347222222222","0.195","mS"
"43033","0.4150462962962962","0.197","mS"
"43033","0.4150578703703704","0.197","mS"
"43033","0.4150694444444444","0.197","mS"
"43033","0.4150810185185185","0.196","mS"
"43033","0.4150925925925926","0.196","mS"
"43033","0.4151041666666667","0.196","mS"
"43033","0.4151157407407407","0.196","mS"
"43033","0.4151273148148149","0.196","mS"
"43033","0.4151388888888889","0.196","mS"
"43033","0.415150462962963","0.196","mS"
"43033","0.415162037037037","0.196","mS"
"43033","0.4151736111111111","0.196","mS"
"43033","0.4151851851851852","0.196","mS"
"43033","0.4151967592592593","0.195","mS"
"43033","0.4152083333333333","0.195","mS"
"43033","0.4152199074074074","0.197","mS"
"43033","0.4152314814814815","0.197","mS"
"43033","0.4152430555555556","0.195","mS"
"43033","0.4152546296296296","0.195","mS"
"43033","0.4152662037037037","0.195","mS"
"43033","0.4152777777777778","0.196","mS"
"43033","0.4152893518518518","0.196","mS"
"43033","0.4153009259259259","0.196","mS"
"43033","0.4153125","0.196","mS"
"43033","0.4153240740740741","0.196","mS"
"43033","0.4153356481481481","0.195","mS"
"43033","0.4153472222222223","0.195","mS"
"43033","0.4153587962962963","0.195","mS"
"43033","0.4153703703703704","0.195","mS"
"43033","0.4153819444444444","0.196","mS"
"43033","0.4153935185185185","0.196","mS"
"43033","0.4154050925925926","0.196","mS"
"43033","0.4154166666666667","0.195","mS"
"43033","0.4154282407407408","0.195","mS"
"43033","0.4154398148148148","0.196","mS"
"43033","0.4154513888888889","0.196","mS"
"43033","0.415462962962963","0.196","mS"
"43033","0.415474537037037","0.194","mS"
"43033","0.4154861111111111","0.194","mS"
"43033","0.4154976851851852","0.196","mS"
"43033","0.4155092592592592","0.196","mS"
"43033","0.4155208333333333","0.196","mS"
"43033","0.4155324074074074","0.196","mS"
"43033","0.4155439814814815","0.196","mS"
"43033","0.4155555555555555","0.197","mS"
"43033","0.4155671296296297","0.197","mS"
"43033","0.4155787037037037","0.194","mS"
"43033","0.4155902777777778","0.194","mS"
"43033","0.4156018518518518","0.194","mS"
"43033","0.4156134259259259","0.194","mS"
"43033","0.415625","0.194","mS"
"43033","0.4156365740740741","0.196","mS"
"43033","0.4156481481481482","0.196","mS"
"43033","0.4156597222222222","0.196","mS"
"43033","0.4156712962962963","0.196","mS"
"43033","0.4156828703703704","0.196","mS"
"43033","0.4156944444444444","0.196","mS"
